1.000 -0.145 0.010 -0.001 0.000 0.000 0.000 0.000 0.000 -0.000 -0.000 0.001 0.001
-0.145 1.000 -0.100 0.008 -0.000 0.001 -0.002 -0.001 -0.001 0.001 -0.001 -0.000 0.000
0.010 -0.100 1.000 -0.094 0.003 -0.001 0.000 0.001 0.001 -0.002 -0.002 0.000 0.004
-0.001 0.008 -0.094 1.000 -0.078 0.005 0.000 0.000 0.001 -0.001 0.002 0.002 0.005
0.000 -0.000 0.003 -0.078 1.000 -0.097 0.003 0.001 0.001 0.000 0.004 0.003 0.009
0.000 0.001 -0.001 0.005 -0.097 1.000 -0.072 0.005 0.001 0.003 0.005 0.004 0.013
0.000 -0.002 0.000 0.000 0.003 -0.072 1.000 -0.062 0.004 0.002 0.001 0.002 0.010
0.000 -0.001 0.001 0.000 0.001 0.005 -0.062 1.000 -0.059 0.002 0.003 0.002 0.011
0.000 -0.001 0.001 0.001 0.001 0.001 0.004 -0.059 1.000 -0.047 0.001 -0.000 0.009
-0.000 0.001 -0.002 -0.001 0.000 0.003 0.002 0.002 -0.047 1.000 -0.018 0.002 0.005
-0.000 -0.001 -0.002 0.002 0.004 0.005 0.001 0.003 0.001 -0.018 1.000 -0.055 -0.020
0.001 -0.000 0.000 0.002 0.003 0.004 0.002 0.002 -0.000 0.002 -0.055 1.000 -0.012
0.001 0.000 0.004 0.005 0.009 0.013 0.010 0.011 0.009 0.005 -0.020 -0.012 1.000 
